AQW00061705       11565C
USC00456096        1375S
USC00456215        2271R
USC00456262        1924S
USC00456295        1601S
USC00456534        1594C
USC00456610        2105R
USC00456624        1318R
USC00456678        1682R
USC00456747        3717R
USC00456768        3141R
USC00456789        1874S
USC00456803        2108R
USC00456846        1801R
USC00456880        2726S
USC00456898         583R
USC00456914        1294C
USC00456974        1503S
USC00457015        2997S
USC00457059        2185C
USC00457180        1843R
USC00457185        1867S
USC00457267        2112S
USC00457319        1475R
USC00457342        1608R
USC00457507        1790S
USC00457522        2390R
USC00457544        1184S
USC00457584        1846R
USC00457657        1295Q
USC00457696        1563R
USC00457727        3094R
USC00457773        1836S
USC00457941        1766R
USC00458034        1858S
USC00458059        2250S
USC00458207        3042S
USC00458278        2246R
USC00458520        2436R
USC00458715        1481S
USC00458773        2073S
USC00458959        2972S
USC00459012        2038R
USC00459058        1844R
USC00459074        3092S
USC00459079        2720R
USC00459200        2562S
USC00459238        1881S
USC00459376        2025S
USC00459455        2647Q
USC00459463        2927R
USC00460102        3101Q
USC00460202        3401R
USC00460355        2674R
USC00460509        2066R
USC00460527        2031S
USC00460580        2394S
USC00460633        2749R
USC00460925        2795R
USC00460939        3490R
USC00461215        2568S
USC00461220        2968S
USC00461290        2731Q
USC00461324        3104R
USC00461330        3175R
USC00461393        2068R
USC00461397        1773R
USC00461579        3495R
USC00461677        3187S
USC00461723        3593R
USC00461900        2298Q
USC00462054        3153R
USC00462211        1970Q
USC00462462        3241Q
USC00462522        3512R
USC00462697        3419Q
USC00462709        3394R
USC00462920        3426S
USC00463072        2779R
USC00463215        2999R
USC00463251        2122Q
USC00463361        3488S
USC00463464        1886R
USC00463544        3480S
USC00463648        3336Q
USC00463798        2757R
USC00463846        3662R
USC00463940        3181Q
USC00464200        3616S
USC00464397        3979R
USC00464763        3144R
USC00464840        3250R
USC00464956        2770R
USC00464971        1992Q
USC00465224        2670R
USC00465353        4122R
USC00465365        3923S
USC00465453        2838Q
USC00465563        3893S
USC00465626        2783S
USC00465672        2242R
USC00465706        3296Q
USC00465739        2845R
USC00465875        2216R
USC00465963        3022S
USC00466163        3286S
USC00466212        3153S
USC00466248        3346R
USC00466284        2814Q
USC00466325        3209R
USC00466442        3042R
USC00466591        2982S
USC00466600        3193R
USC00466867        2736S
USC00466912        3554Q
USC00466952        3286R
USC00466982        3145Q
USC00466989        2535R
USC00467018        3204R
USC00467029        3358S
USC00467372        3144Q
USC00467513        2541R
USC00467552        3720S
USC00467649        2835R
USC00467730        3267S
USC00467785        2884S
USC00467918        3075R
USC00468051        2277R
USC00468308        1446S
USC00468351        3070R
USC00468384        3203S
USC00468522        3201Q
USC00468589        2785Q
USC00468614        2761R
USC00468662        3327R
USC00468777        2513S
USC00468986        2873R
USC00469011        3036R
USC00469049        3081Q
USC00469281        3055S
USC00469333        3178R
USC00469336        3105R
USC00469436        3265R
USC00469458        3224R
USC00469482        3392R
USC00469522        2771S
USC00469610        4162R
USC00469683        3741S
USC00470045        2768R
USC00470124        2909S
USC00470175        2361R
USC00470239        1813R
USC00470265        2568S
USC00470273        2609S
USC00470287        2609Q
USC00470308        2269R
USC00470347        1846Q
USC00470349        1824R
USC00470382        2305Q
USC00470516        2470R
USC00470603        1792R
USC00470645        2534S
USC00470696        2833S
USC00470742        2403Q
USC00470773        2131R
USC00470882        2261S
USC00470904        2369S
USC00470991        1872R
USC00471044        2106R
USC00471062        2548Q
USC00471064        2218R
USC00471078        2685S
USC00471131        1752R
USC00471205        2439R
USC00471249        1591R
USC00471280        2619R
USC00471416        2758S
USC00471568        2437S
USC00471605        2040Q
USC00471667        2657Q
USC00471676        2213S
USC00471840        2447Q
USC00471847        1855S
USC00471897        1875R
USC00471923        2222S
USC00471970        2634R
USC00471978        2107S
USC00472001        2585R
USC00472055        2141Q
USC00472165        2717R
USC00472173        2423R
USC00472240        1937R
USC00472279        2542Q
USC00472314        1969R
USC00472556        2490R
USC00472626        2084Q
USC00472826        1637R
USC00472839        2416S
USC00472851        1955Q
USC00472869        2706S
USC00472889        1758R
USC00472973        2369Q
USC00473022        2434R
USC00473038        3019S
USC00473058        2326S
USC00473116        2208Q
USC00473174        1682R
USC00473186        1944S
USC00473268        2300Q
USC00473271        2334Q
USC00473332        1510S
USC00473391        2463Q
USC00473405        2421R
USC00473453        2343S
USC00473471        2095R
USC00473511        2179R
USC00473654        2482S
USC00473661        2365Q
USC00473698        2126R
USC00473702        2000Q
USC00473756        2492R
USC00473800        1841R
USC00473820        2490Q
USC00474080        1945S
USC00474108        2778Q
USC00474174        2548S
USC00474195        1934R
USC00474373        2472Q
USC00474391        1870Q
USC00474457        3008R
USC00474482        2724R
USC00474523        1832R
USC00474530        1595Q
USC00474546        2522S
USC00474582        1560S
USC00474790        2550Q
USC00474829        1634R
USC00474894        2375S
USC00474937        3066S
USC00474953        1768S
USC00475017        2173R
USC00475091        2263R
USC00475096        2274Q
USC00475120        2306S
USC00475164        2186S
USC00475178        2451R
USC00475189        2651Q
USC00475255        2048S
USC00475286        1794S
USC00475335        2283C
USC00475364        1969S
USC00475474        2873S
USC00475516        1587R
USC00475525        1945R
USC00475563        2464S
USC00475573        2900Q
USC00475581        2445R
USC00475786        2394S
USC00475808        2076S
USC00475863        1668R
USC00475932        2243S
USC00476122        1557R
USC00476200        2626S
USC00476208        2078S
USC00476330        2647R
USC00476357        1938S
USC00476380        2606Q
USC00476398        1824R
USC00476413        1791R
USC00476510        1804Q
USC00476646        2668S
USC00476678        2389S
USC00476718        2645S
USC00476764        2227S
USC00476772        1591R
USC00476827        2845S
USC00476838        2672R
USC00476859        1822S
USC00476922        2492S
USC00476939        1649R
USC00477052        2712R
USC00477092        1736S
USC00477113        1987S
USC00477132        2231S
USC00477142        1792Q
USC00477158        2470S
USC00477174        2039S
USC00477209        2343Q
USC00477226        2335C
USC00477319        2559R
USC00477349        1982S
USC00477464        2631S
USC00477480        1651S
USC00477576        2488Q
USC00477708        2238C
USC00477725        2531R
USC00477892        2190S
USC00477964        2542Q
USC00477997        2582R
USC00478027        2198S
USC00478110        2252S
USC00478171        2273S
USC00478190        1891Q
USC00478229        2688R
USC00478267        2078S
USC00478316        2566R
USC00478349        1670S
USC00478376        2012R
USC00478540        2503Q
USC00478589        2791S
USC00478672        1884S
USC00478723        2547R
USC00478827        2212S
USC00478905        1805S
USC00478910        2642Q
USC00478919        2564S
USC00478937        2494R
USC00478951        2306S
USC00479046        2958R
USC00479050        2330R
USC00479144        1941R
USC00479190        2596S
USC00479236        1781R
USC00479304        1858R
USC00479319        2335S
USC00479335        2540S
USC00480027        1320R
USC00480080        2389S
USC00480140        1233R
USC00480270        2080R
USC00480484        1691R
USC00480540        2550R
USC00480552        1901S
USC00480603         951S
USC00480680        2126Q
USC00480740        2105S
USC00480761        1554R
USC00480778        2591S
USC00480865         679R
USC00480915        1236R
USC00480951         955R
USC00481000        2645R
USC00481131        1929Q
USC00481165        2095S
USC00481175        1910R
USC00481220         484R
USC00481284        1415R
USC00481547        2244R
USC00481569        2383Q
USC00481610         989R
USC00481676        1979Q
USC00481730        2110R
USC00481736        1759R
USC00481775        2004R
USC00481816        1989S
USC00481840        2188S
USC00481850        2085R
USC00481855        1668R
USC00481905        2540S
USC00482054         687R
USC00482135         870Q
USC00482242         622R
USC00482375         262S
USC00482399        1931Q
USC00482410        2219R
USC00482415        2244R
USC00482466        2051S
USC00482580        2202S
USC00482595        1823R
USC00482680        1410R
USC00482685        2115R
USC00482715        1010R
USC00482725        2543S
USC00482881        2291R
USC00482995        1400R
USC00483031        2136S
USC00483045        1305R
USC00483100        1339R
USC00483396        1373R
USC00483582        1133R
USC00483855        2291S
USC00483936        2138Q
USC00483950        2414R
USC00484065        2075R
USC00484080        2368R
USC00484411        2091R
USC00484442        1679R
USC00484760        2122R
USC00484910        1055S
USC00484925        1673R
USC00485055        2234S
USC00485088        2086R
USC00485105         946R
USC00485252        1233R
USC00485260        2608R
USC00485345         525R
USC00485374        2566Q
USC00485392        1712Q
USC00485435        1286R
USC00485506        2556S
USC00485612        2315Q
USC00485770        2172S
USC00485830        1936R
USC00485833        2627Q
USC00486120        1399R
USC00486195        2269R
USC00486428        1032R
USC00486440         839S
USC00486555        1436R
USC00486595        2132R
USC00486660        2653S
USC00486845         552S
USC00486852        2204R
USC00487031         774Q
USC00487105        2199Q
USC00487115        2128R
USC00487200        2106S
USC00487240        2142R
USC00487260         838S
USC00487376        2004R
USC00487388        2069S
USC00487528        1730Q
USC00487548        1912R
USC00487555        2561S
USC00487760        2231R
USC00487810        1956R
USC00487836        1453Q
USC00487847        1995Q
USC00487885        2242Q
USC00487955        1115R
USC00487990        1658R
USC00488070        1922R
USC00488124        2258R
USC00488160        2145S
USC00488192         828S
USC00488209        2547Q
USC00488315         578R
USC00488385         870R
USC00488626        1617Q
USC00488705        2190R
USC00488758         974S
USC00488808        1711R
USC00488852        2591S
USC00488858        1818S
USC00488875        2912R
USC00488884        1884Q
USC00488888        1791R
USC00488995        2530R
USC00488997        2165R
USC00489025         812S
USC00489205        2374S
USC00489208        1647Q
USC00489459        1641R
USC00489467        1658R
USC00489580        2255R
USC00489604        2744R
USC00489615        2636S
USC00489770        2505R
USC00489805        2040R
USC00489902         717Q
USC00489905        1270R
USC00489925        2726S
USC00500243         529S
USC00500247         721Q
USC00500275         681R
USC00500281         451Q
USC00500284         466Q
USC00500302         593R
USC00500363         282R
USC00500464         770S
USC00500490         964Q
USC00500657         945R
USC00500707         812R
USC00500788         845S
USC00501175         638Q
USC00501180         630Q
USC00501220         583Q
USC00501240         378S
USC00501243         324R
USC00501244         330Q
USC00501466         808R
USC00501492         385R
USC00501497         163Q
USC00501684         454R
USC00501926         414R
USC00501987         642Q
USC00502019         723R
USC00502107         925S
USC00502112         909S
USC00502126          66P
USC00502144         622R
USC00502149         545S
USC00502173         532R
USC00502227         789R
USC00502339         671R
USC00502350         741R
USC00502352         656R
USC00502457         395R
USC00502568         736R
USC00502587         206S
USC00502642         649Q
USC00502645         710Q
USC00502656         702R
USC00502707         983S
USC00502711         236Q
USC00502737         716Q
USC00502785         400R
USC00502868         673Q
USC00502870         733Q
USC00502871         755R
USC00502965         820R
USC00502970        1017R
USC00503009         637R
USC00503160         798Q
USC00503163         580R
USC00503181         747Q
USC00503196         479Q
USC00503198         725R
USC00503212         820R
USC00503275         746R
USC00503294         434R
USC00503299         236S
USC00503304         516R
USC00503502         717R
USC00503504         699R
USC00503573         608R
USC00503585         756R
USC00503672         296S
USC00503682         349R
USC00503695         757R
USC00503720         550R
USC00503933         514R
USC00504094         728R
USC00504425         278R
USC00504550         465R
USC00504567         499Q
USC00504621         767R
USC00504812         411S
USC00504971         874Q
USC00504991         383Q
USC00505051         380R
USC00505136         147S
USC00505397         484R
USC00505464         461R
USC00505516         996Q
USC00505519         522S
USC00505604         435S
USC00505644         866Q
USC00505733         701S
USC00505757         440R
USC00505778         417R
USC00505880         592R
USC00505883         584R
USC00505894         556R
USC00506147         354S
USC00506581         891S
USC00506777         550R
USC00506853         313R
USC00506870         973R
USC00507097         276R
USC00507141         497R
USC00507352         666R
USC00507444         715R
USC00507502         280Q
USC00507513         635R
USC00507557         656R
USC00507570         619S
USC00507738         465R
USC00507780          98R
USC00507783         368R
USC00508140         703R
USC00508183         251R
USC00508375         369R
USC00508377         359R
USC00508409         241Q
USC00508470         528R
USC00508547         447R
USC00508594         177R
USC00508615         365Q
USC00508625         295R
USC00508884         656Q
USC00508915         555S
USC00508945         243R
USC00509313         692S
USC00509385         438R
USC00509460         453R
USC00509489         962R
USC00509641         957S
USC00509685         307Q
USC00509747         564Q
USC00509759         801R
USC00509790         713S
USC00509829         597R
USC00509861         741R
USC00509869         516R
USC00509891         690Q
USC00509919         780S
USC00510305        9313R
USC00510746        6350Q
USC00511004        1672C
USC00511125        8847R
USC00511303        4224S
USC00511339        8098Q
USC00511918        9429S
USC00512558        7623P
USC00512679        7035R
USC00512751        7242Q
USC00513099        3368R
USC00513113        9066R
USC00513117        9823R
USC00513146        8724Q
USC00513317        9300R
USC00513911       10008R
USC00514459        7687R
USC00514500        9008R
USC00514561        8706Q
USC00515000        5085S
USC00515004        4809S
USC00515011        1853R
USC00515177        9751R
USC00515275        7837R
USC00515710        9255Q
USC00515758        9289R
USC00515842        9190S
USC00515864        9366Q
USC00516128        8296S
USC00516198         119R
USC00516588        8212R
USC00517000        9116R
USC00517131        8505R
USC00517150        8033Q
USC00517166        6856S
USC00517312        7475Q
USC00518055        8857Q
USC00518155        7903Q
USC00518165        8659R
USC00518407        9085R
USC00518422        8740S
USC00518500        7751R
USC00518549        8806Q
USC00518600        8914S
USC00518652        6323R
USC00518830        9675R
USC00518838        7951R
USC00519281        8841Q
USC00519397        9904S
USC00519523        9387S
USC00519603        8937R
USC00519629        9188R
USW00003013        3528R
USW00003016        2512R
USW00003017        2897R
USW00003024        4857R
USW00003026        2938R
USW00003027        2420R
USW00003028        3447R
USW00003029        2098Q
USW00003030        4208R
USW00003031        6053R
USW00003032        6680R
USW00003047        5966Q
USW00003048        4205Q
USW00003054        4010Q
USW00003055        3928Q
USW00003060        1431Q
USW00003061        2136Q
USW00003062         766Q
USW00003063        3159Q
USW00003067        3473Q
USW00003072        5538Q
USW00003074        4359Q
USW00003102        5705R
USW00003103        1626R
USW00003104        8041S
USW00003122        4604R
USW00003124        5314Q
USW00003125        9034S
USW00003131        4796R
USW00003144        8451R
USW00003145        9449R
USW00003154        4414R
USW00003159        5006R
USW00003160        5353R
USW00003162        4700R
USW00003164        3722S
USW00003166        5515R
USW00003167        5154R
USW00003170        1928R
USW00003171        5837R
USW00003177        4309R
USW00003178        4394R
USW00003179        5071R
USW00003184        8142R
USW00003192        8284Q
USW00003195        1559R
USW00003196        5434R
USW00003728        5786Q
USW00003733        1869Q
USW00003739        4244Q
USW00003749        3165Q
USW00003757        4198Q
USW00003758        4247Q
USW00003759        3773Q
USW00003761        3046Q
USW00003802        3193R
USW00003804        3534R
USW00003809        4900R
USW00003810        4348S
USW00003811        4843S
USW00003812        3549S
USW00003813        5814S
USW00003816        4479S
USW00003818        6655R
USW00003820        5656C
USW00003822        6435C
USW00003841        4412S
USW00003847        3769S
USW00003849        4022S
USW00003853        7531R
USW00003855        6617S
USW00003856        5313C
USW00003859        3558S
USW00003860        3879S
USW00003866        5758S
USW00003868        3498R
USW00003870        4963S
USW00003872        2949S
USW00003878        5711Q
USW00003881        5076S
USW00003882        7152R
USW00003887        3538R
USW00003888        5077R
USW00003889        4034S
USW00003893        3454R
USW00003894        4372Q
USW00003901        6158R
USW00003902        6897Q
USW00003904        7240S
USW00003919        4347S
USW00003927        6506S
USW00003928        4465C
USW00003931        6563Q
USW00003932        5041R
USW00003933        6713Q
USW00003935        4286S
USW00003936        3918R
USW00003937        7018S
USW00003940        5932C
USW00003945        3903S
USW00003947        4011C
USW00003949        6245Q
USW00003950        5611R
USW00003951        6282S
USW00003952        5563S
USW00003953        4921R
USW00003954        5075R
USW00003957        4578R
USW00003959        4732S
USW00003960        4041R
USW00003962        5524R
USW00003963        4111R
USW00003965        4971R
USW00003966        4089R
USW00003967        4039R
USW00003969        5764S
USW00003971        6327R
USW00003974        4347R
USW00003975        4473R
USW00003981        5747R
USW00003991        5937R
USW00003994        4299R
USW00003996        5920R
USW00003997        4010R
USW00003998        4486R
USW00003999        6460R
USW00004109        2564R
USW00004110        2372R
USW00004111        1568R
USW00004112         562R
USW00004113        2835R
USW00004114        1774R
USW00004125        2731Q
USW00004126        1937Q
USW00004127        2226Q
USW00004128        1699Q
USW00004130         946Q
USW00004131         886Q
USW00004134        3523Q
USW00004136        1410Q
USW00004137        1033Q
USW00004138        2327Q
USW00004139        1202Q
USW00004140        1070Q
USW00004141        1072Q
USW00004201        2114R
USW00004222        4300Q
USW00004223        1719Q
USW00004236        1990Q
USW00004237        1442Q
USW00004724        2551Q
USW00004725        2239S
USW00004726        2375R
USW00004751        1777R
USW00004780        2668R
USW00004781        3041S
USW00004787        2292R
USW00004789        2662R
USW00004803        1795R
USW00004804        3274R
USW00004808        2787R
USW00004826        2324R
USW00004836        1409R
USW00004838        2949R
USW00004839        2871R
USW00004840        2612R
USW00004841        2167R
USW00004842        2813R
USW00004843        2538R
USW00004845        2516R
USW00004846        2924R
USW00004847        2782R
USW00004848        3094R
USW00004849        2903R
USW00004850        3175R
USW00004851        2915R
USW00004852        3013R
USW00004853        3356R
USW00004854        1783R
USW00004855        2967R
USW00004857        2579R
USW00004858        2994R
USW00004990        2574Q
USW00004994        1686Q
USW00012812        8717R
USW00012815        8364S
USW00012816        7045S
USW00012818        7433R
USW00012819        8156R
USW00012832        6881S
USW00012833        6970R
USW00012834        7695C
USW00012835        9182R
USW00012836       10152R
USW00012838        8208S
USW00012839        9925S
USW00012841        8539R
USW00012842        8578S
USW00012843        8446R
USW00012844        9270S
USW00012849       10094R
USW00012850       10246S
USW00012854        8337R
USW00012859        9797R
USW00012871        8392R
USW00012873        8691R
USW00012876        8545R
USW00012882        9665R
USW00012883        8763R
USW00012884        7381R
USW00012885        9519R
USW00012888        9086R
USW00012894        8910R
USW00012895        8428R
USW00012896       10386R
USW00012897        9160Q
USW00012904        8889R
USW00012912        7551S
USW00012916        7361S
USW00012917        7150R
USW00012918        7559S
USW00012919        8994S
USW00012921        7348S
USW00012923        7861R
USW00012924        8196S
USW00012925        8520R
USW00012926        8371S
USW00012928        8353S
USW00012930        7666R
USW00012932        8356R
USW00012935        7601S
USW00012944        7342R
USW00012947        8177R
USW00012957        8978R
USW00012958        6926S
USW00012959        9397R
USW00012960        7463S
USW00012962        7070S
USW00012968        7054Q
USW00012970        7446R
USW00012971        7129R
USW00012972        8345R
USW00012975        7280R
USW00012976        7169R
USW00012977        7188Q
USW00012987        8713Q
USW00013301        3463Q
USW00013701        3733R
USW00013702        4588R
USW00013713        5247R
USW00013714        5350R
USW00013721        4162R
USW00013722        4923S
USW00013723        4499C
USW00013724        3581S
USW00013728        4395R
USW00013729        2656S
USW00013733        3693S
USW00013734        3299S
USW00013735        3425C
USW00013736        3293S
USW00013737        4742S
USW00013739        3943C
USW00013740        4519C
USW00013741        3997S
USW00013743        4416S
USW00013744        5629C
USW00013745        5721R
USW00013748        5653C
USW00013750        5028R
USW00013752        4011Q
USW00013754        5438S
USW00013762        4672Q
USW00013764        3876R
USW00013766        5202R
USW00013769        4624S
USW00013773        4176R
USW00013776        5339R
USW00013777        5291R
USW00013779        4179R
USW00013781        3688C
USW00013782        6375S
USW00013786        4765R
USW00013802        4456S
USW00013809        4147R
USW00013810        4298R
USW00013833        6266R
USW00013837        6018R
USW00013838        6610R
USW00013839        6347Q
USW00013841        3267R
USW00013861        6624R
USW00013865        5586S
USW00013866        3836S
USW00013867        3772S
USW00013869        6508R
USW00013870        6559R
USW00013871        5290C
USW00013872        3779C
USW00013873        5285S
USW00013874        5319R
USW00013876        5567S
USW00013877        3684C
USW00013878        6820S
USW00013880        6179S
USW00013881        4623S
USW00013882        4941S
USW00013883        5706C
USW00013884        6121R
USW00013886        4789R
USW00013889        6968S
USW00013891        4569S
USW00013893        5685C
USW00013894        6590C
USW00013895        6004S
USW00013896        5174S
USW00013897        4723C
USW00013899        6778S
USW00013904        6681R
USW00013911        6691R
USW00013920        3956R
USW00013927        6082R
USW00013932        4585R
USW00013935        6240R
USW00013939        5662Q
USW00013942        6286S
USW00013957        6245C
USW00013958        7342S
USW00013959        6617S
USW00013960        6785S
USW00013961        6334R
USW00013962        6019S
USW00013963        5561S
USW00013964        5322C
USW00013966        5788S
USW00013967        5325S
USW00013968        5200C
USW00013969        4821R
USW00013970        6995S
USW00013971        4364R
USW00013972        6148R
USW00013973        6135R
USW00013975        4447S
USW00013976        7247S
USW00013977        5772R
USW00013978        5708S
USW00013980        4517S
USW00013981        4362S
USW00013984        3891C
USW00013985        4089S
USW00013986        4246R
USW00013987        4681C
USW00013988        4480S
USW00013989        4127R
USW00013991        3834R
USW00013993        3771R
USW00013994        4494S
USW00013995        4162S
USW00013996        4082S
USW00013997        3941R
USW00014605        2190S
USW00014606        2007R
USW00014607        1570C
USW00014609        1566S
USW00014610        1871R
USW00014611        2095R
USW00014702        2755R
USW00014707        2558R
USW00014710        2707R
USW00014711        3416R
USW00014712        3261R
USW00014717        2354R
USW00014719        2511R
USW00014732        3803C
USW00014733        2579S
USW00014734        3735S
USW00014735        2649S
USW00014736        2642S
USW00014737        2993S
USW00014739        2936C
USW00014740        2948C
USW00014742        2389S
USW00014743        2155S
USW00014745        2296C
USW00014747        2603R
USW00014748        2235R
USW00014750        2111C
USW00014751        3379R
USW00014752        3036R
USW00014753        2656S
USW00014754        1984R
USW00014755         156S
USW00014756        2201R
USW00014757        2799S
USW00014758        3029Q
USW00014761        2128R
USW00014762        3130R
USW00014763        2030R
USW00014764        2124C
USW00014765        2961C
USW00014768        2555S
USW00014770        3065R
USW00014771        2617C
USW00014775        2571R
USW00014777        2694S
USW00014778        2895S
USW00014787        2685R
USW00014790        3053R
USW00014792        3374R
USW00014793        3577R
USW00014794        2543R
USW00014804        2539S
USW00014806        3540S
USW00014813        2888R
USW00014814        1996S
USW00014815        2648S
USW00014817        1956S
USW00014819        3400C
USW00014820        3131S
USW00014821        3558S
USW00014822        3032S
USW00014824        1621R
USW00014825        3126C
USW00014826        2509S
USW00014827        3099C
USW00014828        2250S
USW00014829        2832R
USW00014833        2657S
USW00014835        3424S
USW00014836        2675C
USW00014837        2546C
USW00014838        1850S
USW00014839        2631S
USW00014840        2581C
USW00014841        1669C
USW00014842        3486S
USW00014845        2541S
USW00014846        3203S
USW00014847        1667C
USW00014848        2983S
USW00014850        2174S
USW00014852        2642C
USW00014853        2686R
USW00014855        3131R
USW00014858        1549R
USW00014859        1652R
USW00014860        2799S
USW00014880        2551R
USW00014891        2817S
USW00014892        3531R
USW00014894        3056R
USW00014895        2853S
USW00014897        2186C
USW00014898        2180C
USW00014910        2294S
USW00014912        2252R
USW00014913        1624S
USW00014914        2409C
USW00014916        2048S
USW00014918        1564S
USW00014919        2181S
USW00014920        2924S
USW00014921        2618R
USW00014922        2831S
USW00014923        3379S
USW00014924        1840S
USW00014925        2586C
USW00014926        2284C
USW00014927        2918R
USW00014929        2350S
USW00014931        3763R
USW00014933        3466S
USW00014935        3350C
USW00014936        2760C
USW00014937        3226R
USW00014938        3343R
USW00014939        3570C
USW00014940        2634C
USW00014941        3141C
USW00014942        3504S
USW00014943        3083S
USW00014944        2694S
USW00014945        3391R
USW00014946        2337S
USW00014950        3270S
USW00014971        3540R
USW00014972        2737R
USW00014990        2946S
USW00014991        2517S
USW00014992        2707C
USW00014995        2253S
USW00021504        8707C
USW00021510       10196R
USW00021514         140Q
USW00021515        7536Q
USW00022010        7658S
USW00022016        6273Q
USW00022501        9388R
USW00022514       10031R
USW00022516        9440S
USW00022519        9483R
USW00022521       10103S
USW00022534        8939S
USW00022536        9421C
USW00022551        9734R
USW00023007        5529C
USW00023009        4953R
USW00023023        5782C
USW00023034        6207S
USW00023040        6099S
USW00023041        5924S
USW00023042        4964S
USW00023044        5848S
USW00023047        4232S
USW00023048        4307R
USW00023049        2897R
USW00023050        4065S
USW00023051        3406R
USW00023052        2290R
USW00023054        2178S
USW00023055        4582R
USW00023058        5689S
USW00023061        1425S
USW00023062        2787S
USW00023063        1778R
USW00023064        3838S
USW00023065        3193C
USW00023066        3483S
USW00023067        3717S
USW00023070        2997S
USW00023072        4748S
USW00023078        4792R
USW00023081        2324S
USW00023090        3225R
USW00023091        6476R
USW00023110        4817S
USW00023129        5394R
USW00023130        5584R
USW00023136        3877R
USW00023152        5202S
USW00023153        2997S
USW00023154        1757C
USW00023155        5843R
USW00023156        5161R
USW00023157        3705S
USW00023158        8673S
USW00023159        1104R
USW00023160        7240S
USW00023161        6656S
USW00023162        2750R
USW00023169        7354S
USW00023170        4064R
USW00023174        4616C
USW00023176        2830R
USW00023177        2677R
USW00023179        8899S
USW00023182        4922R
USW00023183        9176S
USW00023184        3473S
USW00023185        3119S
USW00023187        3516S
USW00023188        4974S
USW00023190        3359R
USW00023191        3858R
USW00023194        3818S
USW00023195        9493R
USW00023199        8683Q
USW00023213        3161R
USW00023225        2540R
USW00023230        2919R
USW00023232        4405R
USW00023233        3053S
USW00023234        3098S
USW00023237        4558S
USW00023239        3819R
USW00023244        3872R
USW00023254        4136R
USW00023257        4568R
USW00023258        5259R
USW00023259        2399R
USW00023271        4917S
USW00023272        2757R
USW00023273        2891S
USW00023275        3650R
USW00023277        2824R
USW00023285        3862R
USW00023293        4291R
USW00023801        5625Q
USW00023802        5577Q
USW00023803        4584Q
USW00023904        4257Q
USW00023906        7317Q
USW00023907        6472Q
USW00023908        4065Q
USW00023909        3539Q
USW00024011        2297S
USW00024012        2053S
USW00024013        2182S
USW00024015        2853S
USW00024017        2648R
USW00024018        2056S
USW00024020        2951S
USW00024021        2221S
USW00024022        1286S
USW00024023        2829S
USW00024024        2829R
USW00024025        2919S
USW00024027        1848S
USW00024028        2739R
USW00024029        2084C
USW00024030        2938R
USW00024032        2855S
USW00024033        2559C
USW00024036        1588S
USW00024037        2612S
USW00024044        2380R
USW00024046        1574R
USW00024048        2539R
USW00024057        1626S
USW00024061        2234R
USW00024062        2347S
USW00024088        2078R
USW00024089        2109S
USW00024090        2525S
USW00024091        3161R
USW00024110        2660R
USW00024112        2436Q
USW00024119        3006R
USW00024120        1815S
USW00024121        2089S
USW00024126        3097R
USW00024127        3423S
USW00024128        2397C
USW00024130        1535S
USW00024131        3133C
USW00024132        2044R
USW00024133        2100S
USW00024135        1188S
USW00024137        1460S
USW00024138        1542R
USW00024139        1488S
USW00024141        2871S
USW00024143        1828C
USW00024144        2090S
USW00024145        1879R
USW00024148        2284Q
USW00024149        2956S
USW00024150        1712S
USW00024151        2110R
USW00024152         839R
USW00024153        1926S
USW00024154         924R
USW00024155        2726C
USW00024156        2123S
USW00024157        2192C
USW00024159        2060S
USW00024160        3100R
USW00024162        2965R
USW00024163        2987R
USW00024164         964R
USW00024172        3265R
USW00024193        3387S
USW00024213        1443S
USW00024215        2090R
USW00024216        5057S
USW00024217        1489S
USW00024219        3111R
USW00024220        2543R
USW00024221        2138S
USW00024222        1681R
USW00024225        3214R
USW00024227        1688C
USW00024229        2646S
USW00024230        1685R
USW00024231        2778R
USW00024232        2283S
USW00024233        2063C
USW00024234        2190R
USW00024235        1740R
USW00024237         892R
USW00024241        1821R
USW00024242        2385R
USW00024243        2365S
USW00024255        1187S
USW00024257        4989R
USW00024259        2512R
USW00024281        2228R
USW00024283        1057R
USW00024284        1325S
USW00024285        1257R
USW00024286        1082R
USW00025308         917C
USW00025309         631S
USW00025322         495R
USW00025323         726R
USW00025325         764R
USW00025329         613R
USW00025331         700R
USW00025333         655S
USW00025335         694R
USW00025339         357S
USW00025367         751R
USW00025501         405S
USW00025503         450C
USW00025506         472S
USW00025507         355S
USW00025516         355R
USW00025624         153C
USW00025628          22R
USW00025704         142P
USW00025713          20C
USW00026401         740R
USW00026409         880R
USW00026410         366S
USW00026411        1017C
USW00026412         653S
USW00026415         809S
USW00026422         777S
USW00026425         554S
USW00026435         854R
USW00026438         520S
USW00026442         437C
USW00026451         722C
USW00026491        1066R
USW00026492         291R
USW00026494         759Q
USW00026502         560R
USW00026508         358R
USW00026510         770S
USW00026512         815Q
USW00026514         682R
USW00026523         507S
USW00026528         822S
USW00026529         792S
USW00026533         746C
USW00026615         461C
USW00026616         321C
USW00026617         244C
USW00026618          49R
USW00026642         157R
USW00027406          71P
USW00027502          15S
USW00027503          75P
USW00027515         165P
USW00045715          44P
USW00053119        4916R
USW00053120        4011R
USW00053121        3913R
USW00053123        7024R
USW00053131        7147Q
USW00053132        4288Q
USW00053136        5181Q
