AQW00061705       15214C
USC00451630        4458R
USC00451666        3937R
USC00451679        4152S
USC00451690        4979R
USC00451760        4774S
USC00451767        4731S
USC00451783        4324S
USC00451939        4195S
USC00451992        4457R
USC00452007        3499S
USC00452030        4763R
USC00452157        3880S
USC00452384        3084Q
USC00452505        4109S
USC00452531        4716S
USC00452542        4926R
USC00452548        3613S
USC00452563        4476R
USC00452675        4504S
USC00452914        3931S
USC00453177        3800R
USC00453184        3150R
USC00453222        3965R
USC00453226        3828R
USC00453284        4533R
USC00453320        3994S
USC00453333        4200S
USC00453515        3607S
USC00453529        4562R
USC00453546        5074S
USC00453730        2545S
USC00453826        3498R
USC00453883        5623S
USC00454154        5952S
USC00454169        4985S
USC00454338        4572S
USC00454486        3935S
USC00454572        4264S
USC00454679        4579S
USC00454748        3816S
USC00454764        2600R
USC00454769        4819S
USC00455133        3653S
USC00455224        4161S
USC00455231        5596R
USC00455326        4615R
USC00455525        4496S
USC00455659        3659R
USC00455678        4334R
USC00455688        4492R
USC00455704        3804S
USC00455840        4014S
USC00455844        3424R
USC00455946        4694S
USC00456011        4416R
USC00456039        4584R
USC00456096        3977S
USC00456215        4450R
USC00456262        4231S
USC00456295        3942S
USC00456534        3420C
USC00456610        4212R
USC00456624        3795R
USC00456678        4420R
USC00456747        6260R
USC00456768        5632R
USC00456789        3849S
USC00456803        4773R
USC00456846        4223R
USC00456880        4949S
USC00456898        1682R
USC00456914        3678C
USC00456974        3255S
USC00457015        5474S
USC00457059        4197C
USC00457180        3764R
USC00457185        3914S
USC00457267        4244S
USC00457319        3826R
USC00457342        3448R
USC00457507        4414S
USC00457522        4499R
USC00457544        3474S
USC00457584        4299R
USC00457657        3302Q
USC00457696        3839R
USC00457727        5468R
USC00457773        4399S
USC00457941        3636R
USC00458034        4418S
USC00458059        4213S
USC00458207        5468S
USC00458278        5057R
USC00458520        4581R
USC00458715        3499S
USC00458773        4640S
USC00458959        5302S
USC00459012        3896R
USC00459058        3687R
USC00459074        5387S
USC00459079        4920R
USC00459200        4947S
USC00459238        3725S
USC00459376        3961S
USC00459455        4928Q
USC00459463        5286R
USC00460102        5442Q
USC00460202        5885R
USC00460355        4953R
USC00460509        4127R
USC00460527        4036S
USC00460580        4590S
USC00460633        5012R
USC00460925        5115R
USC00460939        5955R
USC00461215        4717S
USC00461220        5290S
USC00461290        4953Q
USC00461324        5412R
USC00461330        5519R
USC00461393        4177R
USC00461397        3729R
USC00461579        5948R
USC00461677        5517S
USC00461723        6055R
USC00461900        4394Q
USC00462054        5470R
USC00462211        3964Q
USC00462462        5613Q
USC00462522        6014R
USC00462697        5830Q
USC00462709        5937R
USC00462920        5852S
USC00463072        5058R
USC00463215        5381R
USC00463251        4206Q
USC00463361        5932S
USC00463464        3864R
USC00463544        5925S
USC00463648        5699Q
USC00463798        5079R
USC00463846        6152R
USC00463940        5493Q
USC00464200        6081S
USC00464397        6546R
USC00464763        5477R
USC00464840        5565R
USC00464956        5076R
USC00464971        4021Q
USC00465224        4877R
USC00465353        6738R
USC00465365        6529S
USC00465453        5115Q
USC00465563        6438S
USC00465626        5001S
USC00465672        4306R
USC00465706        5646Q
USC00465739        5120R
USC00465875        4347R
USC00465963        5301S
USC00466163        5646S
USC00466212        5497S
USC00466248        5699R
USC00466284        5048Q
USC00466325        5600R
USC00466442        5301R
USC00466591        5363S
USC00466600        5585R
USC00466867        4948S
USC00466912        5991Q
USC00466952        5698R
USC00466982        5523Q
USC00466989        4769R
USC00467018        5516R
USC00467029        5768S
USC00467372        5528Q
USC00467513        4786R
USC00467552        6208S
USC00467649        5153R
USC00467730        5596S
USC00467785        5148S
USC00467918        5384R
USC00468051        4361R
USC00468308        3270S
USC00468351        5392R
USC00468384        5555S
USC00468522        5544Q
USC00468589        5063Q
USC00468614        5056R
USC00468662        5726R
USC00468777        4725S
USC00468986        5191R
USC00469011        5403R
USC00469049        5497Q
USC00469281        5362S
USC00469333        5614R
USC00469336        5508R
USC00469436        5651R
USC00469458        5591R
USC00469482        5749R
USC00469522        5040S
USC00469610        6829R
USC00469683        6274S
USC00470045        4789R
USC00470124        4943S
USC00470175        4213R
USC00470239        3517R
USC00470265        4480S
USC00470273        4594S
USC00470287        4587Q
USC00470308        4147R
USC00470347        3558Q
USC00470349        3493R
USC00470382        4138Q
USC00470516        4401R
USC00470603        3516R
USC00470645        4492S
USC00470696        4887S
USC00470742        4289Q
USC00470773        3950R
USC00470882        4107S
USC00470904        4225S
USC00470991        3611R
USC00471044        3917R
USC00471062        4483Q
USC00471064        4072R
USC00471078        4688S
USC00471131        3434R
USC00471205        4370R
USC00471249        3237R
USC00471280        4580R
USC00471416        4763S
USC00471568        4344S
USC00471605        3903Q
USC00471667        4658Q
USC00471676        4044S
USC00471840        4378Q
USC00471847        3531S
USC00471897        3585R
USC00471923        4016S
USC00471970        4602R
USC00471978        3906S
USC00472001        4545R
USC00472055        3975Q
USC00472165        4706R
USC00472173        4347R
USC00472240        3653R
USC00472279        4454Q
USC00472314        3689R
USC00472556        4418R
USC00472626        3963Q
USC00472826        3286R
USC00472839        4324S
USC00472851        3777Q
USC00472869        4712S
USC00472889        3464R
USC00472973        4251Q
USC00473022        4346R
USC00473038        5084S
USC00473058        4237S
USC00473116        4103Q
USC00473174        3396R
USC00473186        3668S
USC00473268        4177Q
USC00473271        4221Q
USC00473332        3098S
USC00473391        4415Q
USC00473405        4319R
USC00473453        4260S
USC00473471        3899R
USC00473511        4007R
USC00473654        4420S
USC00473661        4278Q
USC00473698        3956R
USC00473702        3867Q
USC00473756        4433R
USC00473800        3518R
USC00473820        4436Q
USC00474080        3732S
USC00474108        4775Q
USC00474174        4578S
USC00474195        3720R
USC00474373        4406Q
USC00474391        3678Q
USC00474457        5102R
USC00474482        4703R
USC00474523        3544R
USC00474530        3270Q
USC00474546        4479S
USC00474582        3224S
USC00474790        4500Q
USC00474829        3268R
USC00474894        4259S
USC00474937        5146S
USC00474953        3450S
USC00475017        4054R
USC00475091        4115R
USC00475096        4152Q
USC00475120        4177S
USC00475164        4032S
USC00475178        4392R
USC00475189        4645Q
USC00475255        3824S
USC00475286        3470S
USC00475335        4159C
USC00475364        3717S
USC00475474        4917S
USC00475516        3194R
USC00475525        3671R
USC00475563        4382S
USC00475573        4948Q
USC00475581        4361R
USC00475786        4298S
USC00475808        3898S
USC00475863        3363R
USC00475932        4100S
USC00476122        3207R
USC00476200        4616S
USC00476208        3887S
USC00476330        4601R
USC00476357        3685S
USC00476380        4594Q
USC00476398        3534R
USC00476413        3483R
USC00476510        3558Q
USC00476646        4661S
USC00476678        4301S
USC00476718        4622S
USC00476764        4145S
USC00476772        3226R
USC00476827        4872S
USC00476838        4647R
USC00476859        3545S
USC00476922        4495S
USC00476939        3301R
USC00477052        4720R
USC00477092        3403S
USC00477113        3736S
USC00477132        4049S
USC00477142        3500Q
USC00477158        4408S
USC00477174        3815S
USC00477209        4224Q
USC00477226        4185C
USC00477319        4559R
USC00477349        3759S
USC00477464        4542S
USC00477480        3297S
USC00477576        4450Q
USC00477708        4068C
USC00477725        4517R
USC00477892        3982S
USC00477964        4539Q
USC00477997        4517R
USC00478027        4018S
USC00478110        4093S
USC00478171        4122S
USC00478190        3654Q
USC00478229        4674R
USC00478267        3915S
USC00478316        4544R
USC00478349        3336S
USC00478376        3793R
USC00478540        4449Q
USC00478589        4798S
USC00478672        3705S
USC00478723        4548R
USC00478827        4068S
USC00478905        3569S
USC00478910        4643Q
USC00478919        4527S
USC00478937        4452R
USC00478951        4173S
USC00479046        5031R
USC00479050        4252R
USC00479144        3712R
USC00479190        4578S
USC00479236        3473R
USC00479304        3600R
USC00479319        4227S
USC00479335        4456S
USC00480027        2926R
USC00480080        4421S
USC00480140        2739R
USC00480270        3990R
USC00480484        3469R
USC00480540        4472R
USC00480552        3678S
USC00480603        2391S
USC00480680        4001Q
USC00480740        3973S
USC00480761        3243R
USC00480778        4524S
USC00480865        2011R
USC00480915        2793R
USC00480951        2359R
USC00481000        4559R
USC00481131        3755Q
USC00481165        3928S
USC00481175        4008R
USC00481220        1564R
USC00481284        3125R
USC00481547        4185R
USC00481569        4338Q
USC00481610        2505R
USC00481676        3880Q
USC00481730        4060R
USC00481736        3425R
USC00481775        3843R
USC00481816        3809S
USC00481840        4156S
USC00481850        3957R
USC00481855        3544R
USC00481905        4490S
USC00482054        1990R
USC00482135        2250Q
USC00482242        1855R
USC00482375        1284S
USC00482399        3750Q
USC00482410        4040R
USC00482415        4104R
USC00482466        3846S
USC00482580        4042S
USC00482595        3623R
USC00482680        3139R
USC00482685        3987R
USC00482715        2506R
USC00482725        4542S
USC00482881        4174R
USC00482995        3072R
USC00483031        3988S
USC00483045        2975R
USC00483100        2989R
USC00483396        2899R
USC00483582        2631R
USC00483855        4193S
USC00483936        3977Q
USC00483950        4427R
USC00484065        3937R
USC00484080        4275R
USC00484411        4027R
USC00484442        3509R
USC00484760        3965R
USC00484910        2592S
USC00484925        3361R
USC00485055        4102S
USC00485088        3957R
USC00485105        2348R
USC00485252        2778R
USC00485260        4749R
USC00485345        1636R
USC00485374        4530Q
USC00485392        3428Q
USC00485435        2889R
USC00485506        4514S
USC00485612        4259Q
USC00485770        4037S
USC00485830        3740R
USC00485833        4607Q
USC00486120        3016R
USC00486195        4175R
USC00486428        2484R
USC00486440        2185S
USC00486555        3121R
USC00486595        3987R
USC00486660        4616S
USC00486845        1719S
USC00486852        4124R
USC00487031        2162Q
USC00487105        4061Q
USC00487115        4008R
USC00487200        4072S
USC00487240        4045R
USC00487260        2212S
USC00487376        3806R
USC00487388        3893S
USC00487528        3469Q
USC00487548        3622R
USC00487555        4537S
USC00487760        4096R
USC00487810        3692R
USC00487836        3145Q
USC00487847        3871Q
USC00487885        4087Q
USC00487955        2647R
USC00487990        3427R
USC00488070        3686R
USC00488124        4163R
USC00488160        3992S
USC00488192        2106S
USC00488209        4437Q
USC00488315        1764R
USC00488385        2253R
USC00488626        3334Q
USC00488705        4061R
USC00488758        2432S
USC00488808        3474R
USC00488852        4618S
USC00488858        3534S
USC00488875        5049R
USC00488884        3656Q
USC00488888        3589R
USC00488995        4538R
USC00488997        4031R
USC00489025        2184S
USC00489205        4249S
USC00489208        3314Q
USC00489459        3314R
USC00489467        3489R
USC00489580        4174R
USC00489604        4920R
USC00489615        4815S
USC00489770        4419R
USC00489805        3851R
USC00489902        2019Q
USC00489905        2779R
USC00489925        4883S
USC00500243        1830S
USC00500247        2070Q
USC00500275        2094R
USC00500281        1743Q
USC00500284        1779Q
USC00500302        1957R
USC00500363        1691R
USC00500464        2422S
USC00500490        2275Q
USC00500657        2810R
USC00500707        2287R
USC00500788        2313S
USC00501175        2019Q
USC00501180        2011Q
USC00501220        1856Q
USC00501240        1653S
USC00501243        1295R
USC00501244        1308Q
USC00501466        1963R
USC00501492        1247R
USC00501497         779Q
USC00501684        1461R
USC00501926        1472R
USC00501987        1745Q
USC00502019        1947R
USC00502107        2203S
USC00502112        2206S
USC00502126         375P
USC00502144        2044R
USC00502149        1828S
USC00502173        2049R
USC00502227        2741R
USC00502339        1845R
USC00502350        1934R
USC00502352        1824R
USC00502457        1605R
USC00502568        1934R
USC00502587        1447S
USC00502642        2050Q
USC00502645        2135Q
USC00502656        2113R
USC00502707        2314S
USC00502711        1026Q
USC00502737        2107Q
USC00502785        1980R
USC00502868        1800Q
USC00502870        1942Q
USC00502871        1947R
USC00502965        2080R
USC00502970        2337R
USC00503009        1890R
USC00503160        1998Q
USC00503163        1905R
USC00503181        1986Q
USC00503196        1782Q
USC00503198        2397R
USC00503212        2026R
USC00503275        1967R
USC00503294        1907R
USC00503299        1247S
USC00503304        1637R
USC00503502        2252R
USC00503504        2068R
USC00503573        1817R
USC00503585        2028R
USC00503672        1469S
USC00503682        1623R
USC00503695        2367R
USC00503720        1866R
USC00503933        1832R
USC00504094        2418R
USC00504425        1424R
USC00504550        1744R
USC00504567        1698Q
USC00504621        1959R
USC00504812        1754S
USC00504971        2160Q
USC00504991        1712Q
USC00505051        1277R
USC00505136         618S
USC00505397        1574R
USC00505464        1719R
USC00505516        2341Q
USC00505519        2165S
USC00505604        1707S
USC00505644        2130Q
USC00505733        2109S
USC00505757        1616R
USC00505778        1456R
USC00505880        1714R
USC00505883        1921R
USC00505894        1854R
USC00506147        1377S
USC00506581        2161S
USC00506777        1744R
USC00506853        1556R
USC00506870        2541R
USC00507097        1190R
USC00507141        2017R
USC00507352        2105R
USC00507444        2099R
USC00507502        1497Q
USC00507513        1781R
USC00507557        2451R
USC00507570        1986S
USC00507738        1817R
USC00507780         472R
USC00507783        1423R
USC00508140        1926R
USC00508183        1535R
USC00508375        1596R
USC00508377        1543R
USC00508409        1208Q
USC00508470        1711R
USC00508547        1508R
USC00508594         968R
USC00508615        1580Q
USC00508625        1216R
USC00508884        1951Q
USC00508915        1877S
USC00508945        1194R
USC00509313        1885S
USC00509385        1503R
USC00509460        1715R
USC00509489        2287R
USC00509641        2267S
USC00509685        1614Q
USC00509747        1953Q
USC00509759        2276R
USC00509790        2018S
USC00509829        2024R
USC00509861        2046R
USC00509869        1513R
USC00509891        1893Q
USC00509919        2591S
USC00510305       12962R
USC00510746       10001Q
USC00511004        5196C
USC00511125       12497R
USC00511303        7874S
USC00511339       11748Q
USC00511918       13078S
USC00512558       11272P
USC00512679       10684R
USC00512751       10892Q
USC00513099        6938R
USC00513113       12717R
USC00513117       13473R
USC00513146       12374Q
USC00513317       12950R
USC00513911       13658R
USC00514459       11337R
USC00514500       12659R
USC00514561       12355Q
USC00515000        8735S
USC00515004        8459S
USC00515011        5435R
USC00515177       13401R
USC00515275       11487R
USC00515710       12905Q
USC00515758       12940R
USC00515842       12840S
USC00515864       13016Q
USC00516128       11947S
USC00516198        2287R
USC00516588       11863R
USC00517000       12766R
USC00517131       12154R
USC00517150       11683Q
USC00517166       10506S
USC00517312       11126Q
USC00518055       12508Q
USC00518155       11553Q
USC00518165       12310R
USC00518407       12735R
USC00518422       12390S
USC00518500       11401R
USC00518549       12456Q
USC00518600       12564S
USC00518652        9972R
USC00518830       13325R
USC00518838       11600R
USC00519281       12491Q
USC00519397       13554S
USC00519523       13037S
USC00519603       12586R
USC00519629       12838R
USW00003013        5816R
USW00003016        4557R
USW00003017        5070R
USW00003024        7628R
USW00003026        5090R
USW00003027        4586R
USW00003028        5804R
USW00003029        4119Q
USW00003030        6783R
USW00003031        9211R
USW00003032       10064R
USW00003047        9145Q
USW00003048        6837Q
USW00003054        6706Q
USW00003055        6418Q
USW00003060        3068Q
USW00003061        4087Q
USW00003062        2283Q
USW00003063        5399Q
USW00003067        5735Q
USW00003072        8572Q
USW00003074        7113Q
USW00003102        9297R
USW00003103        3496R
USW00003104       11631S
USW00003122        8238R
USW00003124        8652Q
USW00003125       12662S
USW00003131        8429R
USW00003144       12073R
USW00003145       13090R
USW00003154        8008R
USW00003159        8128R
USW00003160        8409R
USW00003162        7344R
USW00003164        7001S
USW00003166        9153R
USW00003167        8798R
USW00003170        3776R
USW00003171        9436R
USW00003177        7945R
USW00003178        8015R
USW00003179        8631R
USW00003184       11725R
USW00003192       11883Q
USW00003195        3381R
USW00003196        8831R
USW00003728        9094Q
USW00003733        3915Q
USW00003739        7059Q
USW00003749        5475Q
USW00003757        6908Q
USW00003758        7088Q
USW00003759        6363Q
USW00003761        5356Q
USW00003802        5593R
USW00003804        5992R
USW00003809        7697R
USW00003810        7169S
USW00003811        7666S
USW00003812        6221S
USW00003813        9047S
USW00003816        7148S
USW00003818       10074R
USW00003820        8840C
USW00003822        9812C
USW00003841        7173S
USW00003847        6430S
USW00003849        6683S
USW00003853       11089R
USW00003855       10054S
USW00003856        8312C
USW00003859        6134S
USW00003860        6456S
USW00003866        8933S
USW00003868        5857R
USW00003870        7969S
USW00003872        5331S
USW00003878        8946Q
USW00003881        8105S
USW00003882       10660R
USW00003887        5851R
USW00003888        8134R
USW00003889        6696S
USW00003893        5849R
USW00003894        7073Q
USW00003901        9378R
USW00003902       10267Q
USW00003904       10652S
USW00003919        6823S
USW00003927        9723S
USW00003928        7010C
USW00003931        9914Q
USW00003932        7852R
USW00003933       10042Q
USW00003935        6879S
USW00003936        6264R
USW00003937       10468S
USW00003940        9115C
USW00003945        6354S
USW00003947        6442C
USW00003949        9544Q
USW00003950        8546R
USW00003951        9532S
USW00003952        8562S
USW00003953        7711R
USW00003954        7881R
USW00003957        7133R
USW00003959        7414S
USW00003960        6532R
USW00003962        8539R
USW00003963        6630R
USW00003965        7727R
USW00003966        6578R
USW00003967        6498R
USW00003969        8850S
USW00003971        9555R
USW00003974        6880R
USW00003975        7141R
USW00003981        8721R
USW00003991        9016R
USW00003994        6853R
USW00003996        9121R
USW00003997        6417R
USW00003998        7080R
USW00003999        9766R
USW00004109        4787R
USW00004110        4378R
USW00004111        3198R
USW00004112        1792R
USW00004113        5213R
USW00004114        3534R
USW00004125        5086Q
USW00004126        3654Q
USW00004127        4241Q
USW00004128        3465Q
USW00004130        2514Q
USW00004131        2290Q
USW00004134        5795Q
USW00004136        3223Q
USW00004137        2542Q
USW00004138        4223Q
USW00004139        2789Q
USW00004140        2648Q
USW00004141        3893Q
USW00004201        4647R
USW00004222        7311Q
USW00004223        3991Q
USW00004236        4610Q
USW00004237        3841Q
USW00004724        4581Q
USW00004725        4203S
USW00004726        4457R
USW00004751        3642R
USW00004780        4749R
USW00004781        5358S
USW00004787        4325R
USW00004789        4758R
USW00004803        3500R
USW00004804        5583R
USW00004808        4865R
USW00004826        4201R
USW00004836        2968R
USW00004838        5071R
USW00004839        5013R
USW00004840        4598R
USW00004841        4045R
USW00004842        5009R
USW00004843        4637R
USW00004845        4527R
USW00004846        5078R
USW00004847        4886R
USW00004848        5277R
USW00004849        5090R
USW00004850        5423R
USW00004851        5076R
USW00004852        5304R
USW00004853        5685R
USW00004854        3524R
USW00004855        5165R
USW00004857        4736R
USW00004858        5253R
USW00004990        4492Q
USW00004994        3334Q
USW00012812       12354R
USW00012815       11981S
USW00012816       10559S
USW00012818       10994R
USW00012819       11759R
USW00012832       10375S
USW00012833       10457R
USW00012834       11284C
USW00012835       12823R
USW00012836       13803R
USW00012838       11824S
USW00012839       13573S
USW00012841       12160R
USW00012842       12200S
USW00012843       12075R
USW00012844       12913S
USW00012849       13742R
USW00012850       13897S
USW00012854       11952R
USW00012859       13446R
USW00012871       12023R
USW00012873       12322R
USW00012876       12169R
USW00012882       13314R
USW00012883       12395R
USW00012884       10937R
USW00012885       13167R
USW00012888       12732R
USW00012894       12550R
USW00012895       12059R
USW00012896       14036R
USW00012897       12804Q
USW00012904       12497R
USW00012912       11050S
USW00012916       10865S
USW00012917       10623R
USW00012918       11069S
USW00012919       12602S
USW00012921       10797S
USW00012923       11429R
USW00012924       11761S
USW00012925       12079R
USW00012926       11954S
USW00012928       11913S
USW00012930       11193R
USW00012932       11928R
USW00012935       11114S
USW00012944       10861R
USW00012947       11722R
USW00012957       12599R
USW00012958       10402S
USW00012959       13001R
USW00012960       10939S
USW00012962       10501S
USW00012968       10535Q
USW00012970       10921R
USW00012971       10566R
USW00012972       11918R
USW00012975       10785R
USW00012976       10662R
USW00012977       10657Q
USW00012987       12313Q
USW00013301        5748Q
USW00013701        6238R
USW00013702        7432R
USW00013713        8288R
USW00013714        8395R
USW00013721        6817R
USW00013722        7853S
USW00013723        7319C
USW00013724        6174S
USW00013728        7126R
USW00013729        4915S
USW00013733        6273S
USW00013734        5671S
USW00013735        5839C
USW00013736        5705S
USW00013737        7636S
USW00013739        6474C
USW00013740        7292C
USW00013741        6674S
USW00013743        7103S
USW00013744        8784C
USW00013745        9047R
USW00013748        8857C
USW00013750        7993R
USW00013752        6633Q
USW00013754        8594S
USW00013762        7617Q
USW00013764        6470R
USW00013766        8331R
USW00013769        7520S
USW00013773        6805R
USW00013776        8420R
USW00013777        8160R
USW00013779        6847R
USW00013781        6169C
USW00013782        9792S
USW00013786        7708R
USW00013802        7055S
USW00013809        6665R
USW00013810        6921R
USW00013833        9596R
USW00013837        9286R
USW00013838       10039R
USW00013839        9726Q
USW00013841        5605R
USW00013861       10054R
USW00013865        8734S
USW00013866        6420S
USW00013867        6237S
USW00013869        9873R
USW00013870        9975R
USW00013871        8371C
USW00013872        6484C
USW00013873        8379S
USW00013874        8404R
USW00013876        8671S
USW00013877        6296C
USW00013878       10285S
USW00013880        9509S
USW00013881        7517S
USW00013882        7877S
USW00013883        8853C
USW00013884        9467R
USW00013886        7702R
USW00013889       10456S
USW00013891        7380S
USW00013893        8683C
USW00013894        9990C
USW00013895        9248S
USW00013896        8146S
USW00013897        7522C
USW00013899       10227S
USW00013904       10020R
USW00013911        9946R
USW00013920        6343R
USW00013927        9328R
USW00013932        7202R
USW00013935        9531R
USW00013939        8712Q
USW00013942        9515S
USW00013957        9479C
USW00013958       10772S
USW00013959        9875S
USW00013960       10046S
USW00013961        9527R
USW00013962        9154S
USW00013963        8538S
USW00013964        8235C
USW00013966        8801S
USW00013967        8224S
USW00013968        8029C
USW00013969        7494R
USW00013970       10427S
USW00013971        7083R
USW00013972        9371R
USW00013973        9380R
USW00013975        7040S
USW00013976       10710S
USW00013977        8888R
USW00013978        8789S
USW00013980        7072S
USW00013981        6937S
USW00013984        6250C
USW00013985        6541S
USW00013986        6702R
USW00013987        7375C
USW00013988        7008S
USW00013989        6607R
USW00013991        6203R
USW00013993        6111R
USW00013994        7057S
USW00013995        6721S
USW00013996        6524S
USW00013997        6431R
USW00014605        4105S
USW00014606        3853R
USW00014607        3207C
USW00014609        3209S
USW00014610        3626R
USW00014611        4006R
USW00014702        4918R
USW00014707        4771R
USW00014710        4803R
USW00014711        5765R
USW00014712        5584R
USW00014717        4305R
USW00014719        4660R
USW00014732        6328C
USW00014733        4643S
USW00014734        6202S
USW00014735        4708S
USW00014736        4800S
USW00014737        5224S
USW00014739        5194C
USW00014740        5140C
USW00014742        4326S
USW00014743        4016S
USW00014745        4233C
USW00014747        4705R
USW00014748        4213R
USW00014750        3999C
USW00014751        5722R
USW00014752        5257R
USW00014753        4762S
USW00014754        3901R
USW00014755         941S
USW00014756        4427R
USW00014757        4939S
USW00014758        5336Q
USW00014761        4150R
USW00014762        5440R
USW00014763        3936R
USW00014764        4069C
USW00014765        5240C
USW00014768        4611S
USW00014770        5332R
USW00014771        4691C
USW00014775        4619R
USW00014777        4835S
USW00014778        5083S
USW00014787        4988R
USW00014790        5358R
USW00014792        5761R
USW00014793        6029R
USW00014794        4738R
USW00014804        4558S
USW00014806        5793S
USW00014813        5084R
USW00014814        3803S
USW00014815        4706S
USW00014817        3733S
USW00014819        5615C
USW00014820        5392S
USW00014821        5942S
USW00014822        5180S
USW00014824        3297R
USW00014825        5349C
USW00014826        4512S
USW00014827        5295C
USW00014828        4128S
USW00014829        4956R
USW00014833        4730S
USW00014835        5726S
USW00014836        4727C
USW00014837        4512C
USW00014838        3583S
USW00014839        4639S
USW00014840        4621C
USW00014841        3352C
USW00014842        5750S
USW00014845        4525S
USW00014846        5432S
USW00014847        3381C
USW00014848        5132S
USW00014850        4020S
USW00014852        4787C
USW00014853        4750R
USW00014855        5297R
USW00014858        3153R
USW00014859        3332R
USW00014860        4959S
USW00014880        4581R
USW00014891        4981S
USW00014892        5818R
USW00014894        5373R
USW00014895        5039S
USW00014897        4012C
USW00014898        4026C
USW00014910        4099S
USW00014912        4009R
USW00014913        3277S
USW00014914        4222C
USW00014916        3759S
USW00014918        3163S
USW00014919        3933S
USW00014920        4951S
USW00014921        4609R
USW00014922        4796S
USW00014923        5572S
USW00014924        3474S
USW00014925        4529C
USW00014926        4108C
USW00014927        4937R
USW00014929        4174S
USW00014931        6082R
USW00014933        5669S
USW00014935        5540C
USW00014936        4704C
USW00014937        5390R
USW00014938        5591R
USW00014939        5784C
USW00014940        4579C
USW00014941        5249C
USW00014942        5701S
USW00014943        5159S
USW00014944        4631S
USW00014945        5602R
USW00014946        4155S
USW00014950        5449S
USW00014971        5758R
USW00014972        4700R
USW00014990        5024S
USW00014991        4416S
USW00014992        4637C
USW00014995        4076S
USW00021504       12357C
USW00021510       13847R
USW00021514        2323Q
USW00021515       11186Q
USW00022010       11148S
USW00022016        9647Q
USW00022501       13037R
USW00022514       13681R
USW00022516       13090S
USW00022519       13133R
USW00022521       13753S
USW00022534       12588S
USW00022536       13071C
USW00022551       13384R
USW00023007        8506C
USW00023009        7878R
USW00023023        8893C
USW00023034        9426S
USW00023040        9260S
USW00023041        9045S
USW00023042        7862S
USW00023044        9052S
USW00023047        6901S
USW00023048        7013R
USW00023049        5158R
USW00023050        6658S
USW00023051        5888R
USW00023052        4437R
USW00023054        4385S
USW00023055        7509R
USW00023058        8898S
USW00023061        3135S
USW00023062        4962S
USW00023063        3632R
USW00023064        6223S
USW00023065        5417C
USW00023066        5729S
USW00023067        6095S
USW00023070        5311S
USW00023072        7509S
USW00023078        7764R
USW00023081        4350S
USW00023090        5495R
USW00023091        9806R
USW00023110        8021S
USW00023129        9033R
USW00023130        9183R
USW00023136        7472R
USW00023152        8801S
USW00023153        5238S
USW00023154        3553C
USW00023155        9223R
USW00023156        8605R
USW00023157        6352S
USW00023158       12281S
USW00023159        2656R
USW00023160       10763S
USW00023161       10022S
USW00023162        4824R
USW00023169       10757S
USW00023170        6456R
USW00023174        8257C
USW00023176        4997R
USW00023177        4829R
USW00023179       12487S
USW00023182        8063R
USW00023183       12797S
USW00023184        6082S
USW00023185        5551S
USW00023187        6237S
USW00023188        8619S
USW00023190        6939R
USW00023191        7417R
USW00023194        6351S
USW00023195       13131R
USW00023199       12316Q
USW00023213        6453R
USW00023225        4857R
USW00023230        6390R
USW00023232        7702R
USW00023233        6569S
USW00023234        6636S
USW00023237        7825S
USW00023239        7426R
USW00023244        7414R
USW00023254        7543R
USW00023257        7780R
USW00023258        8662R
USW00023259        5938R
USW00023271        8302S
USW00023272        6329R
USW00023273        6407S
USW00023275        6862R
USW00023277        6303R
USW00023285        7183R
USW00023293        7855R
USW00023801        8897Q
USW00023802        8804Q
USW00023803        7474Q
USW00023904        6909Q
USW00023906       10844Q
USW00023907        9843Q
USW00023908        6639Q
USW00023909        6014Q
USW00024011        4103S
USW00024012        3822S
USW00024013        3964S
USW00024015        4976S
USW00024017        4620R
USW00024018        3979S
USW00024020        5082S
USW00024021        4067S
USW00024022        2891S
USW00024023        4880S
USW00024024        4815R
USW00024025        4913S
USW00024027        3574S
USW00024028        4794R
USW00024029        3952C
USW00024030        5075R
USW00024032        4875S
USW00024033        4618C
USW00024036        3336S
USW00024037        4531S
USW00024044        4295R
USW00024046        3299R
USW00024048        4444R
USW00024057        3307S
USW00024061        4070R
USW00024062        4228S
USW00024088        3855R
USW00024089        3955S
USW00024090        4508S
USW00024091        5313R
USW00024110        4852R
USW00024112        4524Q
USW00024119        5294R
USW00024120        3748S
USW00024121        4006S
USW00024126        5254R
USW00024127        5680S
USW00024128        4458C
USW00024130        3295S
USW00024131        5423C
USW00024132        3946R
USW00024133        4062S
USW00024135        2713S
USW00024137        3172S
USW00024138        3245R
USW00024139        3215S
USW00024141        5050S
USW00024143        3701C
USW00024144        3974S
USW00024145        3695R
USW00024148        4492Q
USW00024149        5347S
USW00024150        3560S
USW00024151        4036R
USW00024152        2397R
USW00024153        3782S
USW00024154        2146R
USW00024155        5146C
USW00024156        4036S
USW00024157        4184C
USW00024159        4030S
USW00024160        5604R
USW00024162        5135R
USW00024163        5424R
USW00024164        2359R
USW00024172        5597R
USW00024193        5557S
USW00024213        4700S
USW00024215        4264R
USW00024216        8319S
USW00024217        3938S
USW00024219        5625R
USW00024220        4738R
USW00024221        4774S
USW00024222        4277R
USW00024225        5898R
USW00024227        4124C
USW00024229        5430S
USW00024230        3632R
USW00024231        5632R
